record_id,pdf_entry_id,pid,record_type,theme,subtheme,record_text,record_short,source_status,context,ref_id
R117,117,P13,Local repositioning,,,"“Sau những thay đổi về địa phương và thị trường, mỗi nơi cần tái định vị lại sản phẩm du lịch của mình.”","“Sau những thay đổi về địa phương và thị trường, mỗi nơi cần tái định vị lại sản phẩm du lịch của mình.”","participant quote, edited for clarity","Lecturer, experienced traveller and former tourism agency participant; strategic view on tourism value and local",F_P13_2026Q2_r117
R118,118,P13,Pricing and missing info,,,"“Mức 7-8 triệu một người có thể chấp nhận được, nhưng tôi vẫn cần thêm thông tin về chất lượng lưu trú, ăn uống và các dịch vụ đi kèm. Dưới 10 triệu thì có thể cân nhắc.” MẠCH - Record tổng hợp phỏng vấn khách hàng","“Mức 7-8 triệu một người có thể chấp nhận được, nhưng tôi vẫn cần thêm thông tin về chất lượng lưu trú, ăn uống và các dịch vụ đi kèm. Dưới 10 triệu thì có thể cân nhắc.” MẠCH -...","participant quote, edited for clarity","Lecturer, experienced traveller and former tourism agency participant; strategic view on tourism value and local",F_P13_2026Q2_r118
R119,119,P13,Product recommendation,,,“Tour nên được cá tính hoá hoặc game hoá để người tham gia được immerse sâu hơn vào trải nghiệm.”,“Tour nên được cá tính hoá hoặc game hoá để người tham gia được immerse sâu hơn vào trải nghiệm.”,"participant quote, edited for clarity","Lecturer, experienced traveller and former tourism agency participant; strategic view on tourism value and local",F_P13_2026Q2_r119
R120,120,P14,Community tourism motivation,,,"“Một chuyến du lịch cộng đồng nên đậm đà bản sắc nhất có thể. Tôi muốn ăn uống, sinh hoạt và trải nghiệm giống đời sống thật của người dân.”","“Một chuyến du lịch cộng đồng nên đậm đà bản sắc nhất có thể. Tôi muốn ăn uống, sinh hoạt và trải nghiệm giống đời sống thật của người dân.”","participant quote, edited for clarity","Gen Z / tourism and CSR background; strong community-based tourism orientation, HCMC-based.",F_P14_2026Q2_r120
R121,121,P14,Solo cultural travel,,,"“Nếu đi để chiêm nghiệm văn hoá, tôi thích đi một mình. Nếu đi với bạn bè thì vui hơn, nhưng không phải ai cũng cùng gu trải nghiệm.”","“Nếu đi để chiêm nghiệm văn hoá, tôi thích đi một mình. Nếu đi với bạn bè thì vui hơn, nhưng không phải ai cũng cùng gu trải nghiệm.”","participant quote, edited for clarity","Gen Z / tourism and CSR background; strong community-based tourism orientation, HCMC-based.",F_P14_2026Q2_r121
R122,122,P14,Local labour imagery,,,“Những hình ảnh người bình thường đang lao động ở địa phương là thứ tôi thường ghi nhớ lâu nhất sau chuyến đi.”,“Những hình ảnh người bình thường đang lao động ở địa phương là thứ tôi thường ghi nhớ lâu nhất sau chuyến đi.”,"participant quote, edited for clarity","Gen Z / tourism and CSR background; strong community-based tourism orientation, HCMC-based.",F_P14_2026Q2_r122
R123,123,P14,Staged tourism disappointment,,,"“Ở một số nơi, mô hình du lịch bị làm lại quá nhiều - ví dụ phiên chợ hay nhà sàn trở thành mô hình, người ngoài vào thuê, khiến sản phẩm không còn tự nhiên nữa.”","“Ở một số nơi, mô hình du lịch bị làm lại quá nhiều - ví dụ phiên chợ hay nhà sàn trở thành mô hình, người ngoài vào thuê, khiến sản phẩm không còn tự nhiên nữa.”","participant quote, edited for clarity","Gen Z / tourism and CSR background; strong community-based tourism orientation, HCMC-based.",F_P14_2026Q2_r123
R124,124,P14,Deepest cultural experience,,,"“Trải nghiệm văn hoá sâu nhất với tôi là du lịch cộng đồng, nơi mình thật sự sống trong đời sống và văn hoá của người dân.”","“Trải nghiệm văn hoá sâu nhất với tôi là du lịch cộng đồng, nơi mình thật sự sống trong đời sống và văn hoá của người dân.”","participant quote, edited for clarity","Gen Z / tourism and CSR background; strong community-based tourism orientation, HCMC-based.",F_P14_2026Q2_r124
R125,125,P14,Concept reaction,,,"“Tôi muốn đi vì rất tò mò về Đạo Mẫu. Nhưng concept hiện tại hơi hàn lâm, người không biết trước có thể bị confused, nên cần xác định rõ target audience là ai.”","“Tôi muốn đi vì rất tò mò về Đạo Mẫu. Nhưng concept hiện tại hơi hàn lâm, người không biết trước có thể bị confused, nên cần xác định rõ target audience là ai.”","participant quote, edited for clarity","Gen Z / tourism and CSR background; strong community-based tourism orientation, HCMC-based.",F_P14_2026Q2_r125
R126,126,P14,Appealing activities,,,“Những phần như ăn cơm và đạp xe cùng địa phương đều hấp dẫn với tôi.”,“Những phần như ăn cơm và đạp xe cùng địa phương đều hấp dẫn với tôi.”,"participant quote, edited for clarity","Gen Z / tourism and CSR background; strong community-based tourism orientation, HCMC-based.",F_P14_2026Q2_r126
R127,127,P14,Geographic barrier,,,"“Rào cản lớn nhất với tôi là giao thông, vì tôi ở TP.HCM nên việc ra Nam Định cần được tính toán thuận tiện hơn.”","“Rào cản lớn nhất với tôi là giao thông, vì tôi ở TP.HCM nên việc ra Nam Định cần được tính toán thuận tiện hơn.”","participant quote, edited for clarity","Gen Z / tourism and CSR background; strong community-based tourism orientation, HCMC-based.",F_P14_2026Q2_r127
R128,128,P14,Pricing,,,"“Khoảng 6-8 triệu là phù hợp, nhưng nếu lên tới 8 triệu thì bắt đầu hơi mắc. Mức 5-6 triệu sẽ là một deal tốt.”","“Khoảng 6-8 triệu là phù hợp, nhưng nếu lên tới 8 triệu thì bắt đầu hơi mắc. Mức 5-6 triệu sẽ là một deal tốt.”","participant quote, edited for clarity","Gen Z / tourism and CSR background; strong community-based tourism orientation, HCMC-based.",F_P14_2026Q2_r128
R129,129,P14,Mass accessibility,,,"“Thách thức là làm sao vẫn giữ được tinh thần của tour, nhưng cách tiếp cận phải đủ dễ hiểu để đến được với đại chúng.”","“Thách thức là làm sao vẫn giữ được tinh thần của tour, nhưng cách tiếp cận phải đủ dễ hiểu để đến được với đại chúng.”","participant quote, edited for clarity","Gen Z / tourism and CSR background; strong community-based tourism orientation, HCMC-based.",F_P14_2026Q2_r129
R130,130,P14,Sustainable tourism understanding,,,"“Với du lịch bền vững, tôi nghĩ đến việc kết nối các stakeholders, nguồn thực phẩm, chi phí và cách lợi ích được phân bổ trong hệ sinh thái dịch vụ.” MẠCH - Record tổng hợp phỏng vấn khách hàng","“Với du lịch bền vững, tôi nghĩ đến việc kết nối các stakeholders, nguồn thực phẩm, chi phí và cách lợi ích được phân bổ trong hệ sinh thái dịch vụ.” MẠCH - Record tổng hợp phỏn...","participant quote, edited for clarity","Gen Z / tourism and CSR background; strong community-based tourism orientation, HCMC-based.",F_P14_2026Q2_r130
R131,131,P15,Travel motivation,,,"“Khi đi du lịch, tôi muốn gần gũi với người dân và hiểu bản sắc văn hoá nhiều nhất có thể.”","“Khi đi du lịch, tôi muốn gần gũi với người dân và hiểu bản sắc văn hoá nhiều nhất có thể.”","participant quote, edited for clarity","2001, studies in Melbourne; adventure/ecotourism preference, local immersion, TikTok-first behaviour, low",F_P15_2026Q2_r131
R132,132,P15,Self-guided preference,,,"“Đi tự túc cho tôi thời gian đi bộ, quan sát và cảm nhận sâu hơn. Đi tour thường bị bó buộc thời gian nên không đủ không gian để trải nghiệm.”","“Đi tự túc cho tôi thời gian đi bộ, quan sát và cảm nhận sâu hơn. Đi tour thường bị bó buộc thời gian nên không đủ không gian để trải nghiệm.”","participant quote, edited for clarity","2001, studies in Melbourne; adventure/ecotourism preference, local immersion, TikTok-first behaviour, low",F_P15_2026Q2_r132
R133,133,P15,Tà Xùa experience,,,“Điều làm tôi an tâm ở Tà Xùa là người bản địa nói rằng những cung đường đó là cuộc sống thường ngày của họ. Tôi còn học vài từ tiếng Mông và ghi lại bằng điện thoại.”,“Điều làm tôi an tâm ở Tà Xùa là người bản địa nói rằng những cung đường đó là cuộc sống thường ngày của họ. Tôi còn học vài từ tiếng Mông và ghi lại bằng điện thoại.”,"participant quote, edited for clarity","2001, studies in Melbourne; adventure/ecotourism preference, local immersion, TikTok-first behaviour, low",F_P15_2026Q2_r133
R134,134,P15,Why memorable,,,"“Chuyến Tà Xùa đáng nhớ vì đó là lần đầu tôi đi sâu vào rừng, cảm thấy cuộc sống dễ chịu và dễ thở hơn. Cảnh quan và các làng văn hoá cũng rất khác những điểm du lịch thông thường.”","“Chuyến Tà Xùa đáng nhớ vì đó là lần đầu tôi đi sâu vào rừng, cảm thấy cuộc sống dễ chịu và dễ thở hơn. Cảnh quan và các làng văn hoá cũng rất khác những điểm du lịch thông thườ...","participant quote, edited for clarity","2001, studies in Melbourne; adventure/ecotourism preference, local immersion, TikTok-first behaviour, low",F_P15_2026Q2_r134
R135,135,P15,Staged tourism,,,"“Tôi thường thất vọng với những nơi được xây riêng cho khách du lịch, vì nó không giống quảng bá và giá bị charge không tương xứng với trải nghiệm.”","“Tôi thường thất vọng với những nơi được xây riêng cho khách du lịch, vì nó không giống quảng bá và giá bị charge không tương xứng với trải nghiệm.”","participant quote, edited for clarity","2001, studies in Melbourne; adventure/ecotourism preference, local immersion, TikTok-first behaviour, low",F_P15_2026Q2_r135
R136,136,P15,Authenticity marker,,,"“Một trải nghiệm local thật là nơi người địa phương cũng đến xem hoặc tham gia, chứ không chỉ có khách du lịch.”","“Một trải nghiệm local thật là nơi người địa phương cũng đến xem hoặc tham gia, chứ không chỉ có khách du lịch.”","participant quote, edited for clarity","2001, studies in Melbourne; adventure/ecotourism preference, local immersion, TikTok-first behaviour, low",F_P15_2026Q2_r136
R137,137,P15,Concept too text-heavy,,,"“Concept hơi nhiều chữ. Bình thường tôi chỉ nhìn địa điểm rồi lên TikTok search, chứ không đọc phần giới thiệu quá dài.”","“Concept hơi nhiều chữ. Bình thường tôi chỉ nhìn địa điểm rồi lên TikTok search, chứ không đọc phần giới thiệu quá dài.”","participant quote, edited for clarity","2001, studies in Melbourne; adventure/ecotourism preference, local immersion, TikTok-first behaviour, low",F_P15_2026Q2_r137
R138,138,P15,Itinerary preference,,,"“Ngày đầu tôi không hứng thú. Ngày hai, phần đạp xe phố cổ và khám phá ẩm thực hấp dẫn hơn. Ngày ba thì tôi không quá muốn đi.”","“Ngày đầu tôi không hứng thú. Ngày hai, phần đạp xe phố cổ và khám phá ẩm thực hấp dẫn hơn. Ngày ba thì tôi không quá muốn đi.”","participant quote, edited for clarity","2001, studies in Melbourne; adventure/ecotourism preference, local immersion, TikTok-first behaviour, low",F_P15_2026Q2_r138
R139,139,P15,Low intent,,,“Mức độ muốn tham gia của tôi hiện tại chỉ khoảng 2/10.”,“Mức độ muốn tham gia của tôi hiện tại chỉ khoảng 2/10.”,"participant quote, edited for clarity","2001, studies in Melbourne; adventure/ecotourism preference, local immersion, TikTok-first behaviour, low",F_P15_2026Q2_r139
R140,140,P15,Vietnam self-travel barrier,,,"“Với một điểm đến ở Việt Nam, tôi không nhất thiết cần đi tour vì có thể tự đi được và không có quá nhiều barrier.”","“Với một điểm đến ở Việt Nam, tôi không nhất thiết cần đi tour vì có thể tự đi được và không có quá nhiều barrier.”","participant quote, edited for clarity","2001, studies in Melbourne; adventure/ecotourism preference, local immersion, TikTok-first behaviour, low",F_P15_2026Q2_r140
R141,141,P15,Need visual proof,,,"“Nếu có hình ảnh minh hoạ rõ ràng, tôi sẽ dễ hình dung trải nghiệm và hoạt động ở từng điểm đến hơn. Như vậy sẽ thuyết phục hơn nhiều.”","“Nếu có hình ảnh minh hoạ rõ ràng, tôi sẽ dễ hình dung trải nghiệm và hoạt động ở từng điểm đến hơn. Như vậy sẽ thuyết phục hơn nhiều.”","participant quote, edited for clarity","2001, studies in Melbourne; adventure/ecotourism preference, local immersion, TikTok-first behaviour, low",F_P15_2026Q2_r141
R142,142,P15,Price comparison,,,"“Mức 6-7 triệu có thể phù hợp. Nhưng nếu từ 7 triệu trở lên, tôi sẽ bắt đầu so sánh với các lựa chọn khác, ví dụ đi Thái.” MẠCH - Record tổng hợp phỏng vấn khách hàng","“Mức 6-7 triệu có thể phù hợp. Nhưng nếu từ 7 triệu trở lên, tôi sẽ bắt đầu so sánh với các lựa chọn khác, ví dụ đi Thái.” MẠCH - Record tổng hợp phỏng vấn khách hàng","participant quote, edited for clarity","2001, studies in Melbourne; adventure/ecotourism preference, local immersion, TikTok-first behaviour, low",F_P15_2026Q2_r142
R143,143,P15,Sustainable tourism awareness,,,"“Tôi chưa từng nghe về du lịch bền vững; nếu đoán thì tôi nghĩ nó liên quan đến môi trường.” MẠCH - Record tổng hợp phỏng vấn khách hàng Đây là bản record dùng cho review nội bộ. Khi đưa vào final report, nếu quote nào cần được xem là",“Tôi chưa từng nghe về du lịch bền vững; nếu đoán thì tôi nghĩ nó liên quan đến môi trường.” MẠCH - Record tổng hợp phỏng vấn khách hàng Đây là bản record dùng cho review nội bộ...,"participant quote, edited for clarity","2001, studies in Melbourne; adventure/ecotourism preference, local immersion, TikTok-first behaviour, low",F_P15_2026Q2_r143
